sentence,label
Lebih-lebih lagi bahawa pembuat filem Korea Selatan dapat membuat filem aksi yang tidak diingini dengan semua kegemilangan rakan sejawat Hollywood mereka.,3
Komedi romantis yang sangat lucu mengenai dua orang tua New York yang gelisah yang terjerat dalam hubungan dan kemudian bergelut dengan ketakutan dan pertengkaran mereka.,4
Aksi terkemuka menggerakkan drama romantis ini.,5
Beresford bercampur humor dengan baik sebagai pathos untuk membawa kita dalam perjalanan hati yang sentimental.,4
Sungguh memalukan kerana lebih banyak yang tidak mendapat peluang untuk merangkul Evelyn yang kecil dan manis.,4
"Saya berhenti memikirkan betapa baiknya semua itu, dan tidak melakukan apa-apa kecuali bertindak balas terhadapnya - merasakan sebahagian dari lokasi-lokasi besarnya, berfikir segera ketika para protagonis berjuang, merasa belas kasihan atas daya ciptaannya, terengah-engah melihat visualnya.",5
Mungkin kes terbaik untuk agama Kristian sejak Chesterton dan Lewis.,4
"Filem yang sangat lucu dan penuh petualangan yang membuat anda merasa benar-benar baik, maksudnya, sepenuhnya tidak terkawal oleh sentimen palsu atau amalan Hollywood yang tajam dan berlebihan.",4
"Akan menjadi pengalaman menonton yang tidak dapat dipertahankan bagi New Yorker yang sangat provinsi ini sekiranya Reese Witherspoon yang berusia 26 tahun tidak bersedia menyuntik watak fantasi tulennya, Melanie Carmichael, dengan penyebaran sihir Hollywood kuno.",4
"Menarik secara visual ... kajian watak yang sering dilakukan mengenai ayah dan anak lelaki, kesetiaan dan tugas.",4
Metafora liris untuk penemuan budaya dan peribadi sendiri dan pemandangan picaresque dari dunia yang sedikit diingati.,4
Gambaran dramatik Schütte mengenai artis tiga hari sebelum kematiannya memberikan spekulasi menarik mengenai masalah yang dihadapi Brecht ketika hidupnya hampir berakhir.,4
Melodrama yang licin dan menarik.,5
"Satira S1M0NE tidak halus, tetapi berkesan.",4
Ini adalah projek yang unik dan luar biasa.,4
"Walaupun ada yang keberatan dengan gagasan gambaran Vietnam dengan rahsia, nada patriotik, Tentara akhirnya mencapai objektif strategik utamanya: menggerakkan kos konflik manusia yang menentukan generasi.",2
"Walaupun anda tidak mengenali lagu atau lagu-lagu albumnya dengan hati, anda akan menikmati melihat bagaimana kedua-duanya berkembang, dan anda juga akan mengetahui banyak perkara mengenai keadaan perniagaan muzik di Abad ke-21.",4
Pembuatan filem yang kuat dan watak yang meyakinkan menjadikan ini sebagai tanda air yang tinggi untuk genre ini.,5
"Filem mengenai kehilangan, kesedihan dan pemulihan cukup berharga hari ini.",4
"Dilihat dalam cahaya itu, Moonlight Mile harus menyerang banyak orang.",4
"Ini inventif tanpa henti, cerdas secara konsisten dan biadab.",5
Ia semestinya patut dilihat.,5
Kajian yang luar biasa dalam kesesatan.,4
"Far From Heaven adalah prestasi konseptual yang mempesonakan, tetapi lebih dari itu, ia adalah karya drama yang memikat.",4
"Filem yang menarik perhatian dan, dengan cara yang terbaik, menyentuh hati.",5
"Diisi dengan ide-ide, filem penghasut Amerika Michael Moore adalah pemeriksaan yang mengagumkan mengenai budaya senjata Amerika yang menggunakan modus operandi penyalibannya yang biasa melalui penjajaran.",4
"Dengan penuh kasih sayang mengingatkan kita bahawa, dalam bahasa apa pun, barang-barang besar dalam kehidupan biasanya dapat ditelusuri dari perkara-perkara kecil.",4
"Drama yang hebat, namun sebilangan penonton akan meninggalkan teater dengan mempercayai bahawa mereka telah menonton komedi.",3
"Kamera IMAX dengan bingkai besar sesuai untuk menjalani penggambaran kehidupan di terumbu karang, menjadikan filem cantik ini mesti dilakukan oleh semua orang dari para saintis junior hingga peminat ikan dewasa.",5
"Hasilnya lebih menyedihkan daripada membebaskan, tetapi tidak pernah membosankan.",3
Cerita mengenai pelajar sekolah menengah yang cerdas yang menangani cinta pertama dengan manis tetapi juga serius.,4
Ia juga dilakonkan dengan indah.,5
"Bukannya gambar itu tidak dikenali, tetapi ia berjaya mencari jalan wacana baru mengenai masalah lama.",3
"Lagu yang sama, ayat kedua, mungkin lebih baik, tetapi mungkin lebih buruk.",3
"Ini adalah filem yang sangat baik secara teknis, bersinar dengan bakat Spielberg yang biasa, dengan menggunakan bakat dari pasukan kreatifnya yang terkemuka.",5
"Peminat Wilco akan bersenang-senang, dan filem ini juga akan memenangkan kumpulan ini dengan beberapa orang yang baru bertobat.",4
"Tsai mempunyai reputasi yang pantas sebagai salah satu stylis visual hebat dunia pawagam, dan dalam filem ini, setiap gambar meningkatkan persembahan yang sangat baik.",4
Filem tarikh yang akan dibuat oleh Franz Kafka.,3
"Kenyataannya adalah bahawa layar paling hidup apabila nampaknya kemungkinan para wawancara Broomfield, atau bahkan dirinya sendiri, tidak akan lama lagi.",4
Leguizamo dan Jones kedua-duanya hebat dan pelakon lain seragam.,5
Saya suka filem ini ...,4
... cukup banyak keaslian dalam 'Kehidupan' untuk menjauhkannya dari kumpulan komedi romantis cat demi angka yang sering kali muncul di layar pawagam.,4
Suatu karya bergerak yang murni dan halus disemarakkan dengan semangat dan sikap.,5
"Nettelbeck telah membuat fantasi rasa dan emosi yang menarik, novel romantik satu bahagian, buku resipi satu bahagian.",4
"Dengan atau tanpa hubungan seks, kisah cinta dan takdir yang indah, diceritakan dengan baik oleh pencerita utama",5
"Di permukaan komedi konyol, Skotlandia, PA akan dilupakan jika itu bukan penyesuaian pintar dari permainan tragis bard.",4
"Pelik, menahan sedikit perjalanan.",4
"Filem yang bagus, tetapi akan menjadi jauh lebih baik jika filem Betty Fisher tersekat dan meninggalkan cerita lain.",3
"Filem jalan raya kelas pertama yang membuktikan bahawa anda boleh lari dari rumah, tetapi ego dan semua masalah anda berlaku.",5
"Anda mungkin ingin membuat cek realiti sebelum anda membayar harga tiket penuh untuk melihat ""Simone,"" dan mempertimbangkan untuk menyewa DVD.",2
Pelakon dan pengarahan yang baik - drama yang hebat dengan kecerdasan sardonik yang cukup untuk mengelakkannya menjadi maudlin.,5
Panggung belakang mesti dilihat untuk peminat komedi sejati,5
"Terdapat keinginan antara kaum, dan, yang paling penting, menyanyi dan menari.",4
"Filem ini terdengar seperti bahan lurid melodrama, tetapi yang membuatnya menarik sebagai kajian watak adalah kenyataan bahawa kisah itu diceritakan dari perspektif Paul.",4
"Jones ... memberikan kesan yang luar biasa sebagai penulis-pengarah pesona kecil $ 1.8 juta ini, yang mungkin bukan pembuatan filem indie canggih tetapi mempunyai hati yang besar.",5
"Dalam drama disfungsi keluarga yang mengganggu yang membimbangkan, How I Killed My Father, pengarah Perancis Anne Fontaine menyampaikan potret inspirasi kecemasan lelaki dan penyumbatan emosi yang menyertai keadaan manusia ini",4
"Di bawah ini mungkin tidak menandakan kemunculan Mr. Twohy ke arus perdana, tetapi janjinya tetap tidak dapat dilaksanakan.",4
Tidak ada alasan untuk melewatkan Temu Bual dengan Assassin,5
Dengan senang hati tetap dekat dengan tanah dengan cara yang sederhana dan sederhana dan tidak memikat kita dengan imejan atau muzik palsu.,5
Dinamisme semata-mata menular.,4
"Untuk percubaan pertamanya di filem noir, Spielberg menyajikan penampilan menarik tetapi cacat pada masa terdekat.",4
entah bagaimana ia berjaya melewati radar crappola saya dan mencari tempat kecil di hati saya,3
"Mungkin adalah klise untuk memanggil filem ini ""menyegarkan,"" tetapi memang begitu.",5
"Drumline menunjukkan tahap kelelakian muda, Hitam yang lucu, menyentuh, pintar dan rumit.",5
"Ini memberikan rasa etos Burning Man, gabungan idealisme kontra-budaya dan kreativiti hedonistik yang menarik.",4
Set terhad dan ruang terbatas dan gelap yang kecil juga merupakan penghormatan kepada filem noir filem bajet rendah klasik.,3
"Filem ini dilakukan dengan baik, tetapi perlahan.",2
"(A) kisah cinta, kerinduan dan suara yang luar biasa.",5
"Kegembiraan datang dari kehebatan persembahan Huston, yang nampaknya lebih besar daripada kehidupan dan begitu rapuh, dan dengan cara watak Ivan menerima berita penyakitnya dengan begitu cepat tetapi masih mendapati dirinya tidak dapat bertindak balas.",4
"Adegan terakhir filem ini adalah penderitaan, pahit dan benar.",4
Koshashvili adalah pengarah untuk menonton.,5
Jalan cerita yang dapat diramalkan dan skrip buku demi buku semuanya dihanyutkan oleh visual laut yang mewah dan gaya sinematik pengarah John Stockwell.,4
"Antwone Fisher sememangnya melakukan muslihat untuk membuat kita peduli dengan protagonisnya dan meraikan kemenangannya tetapi, dengan sedikit pengecualian, jarang sekali berlaku manipulasi murah atau konvensyen yang pantas untuk melakukannya.",4
"Seseorang merasakan peredupan dari cita-cita tertentu, tetapi di tempatnya ada rasa manis, kejelasan dan keterbukaan emosi yang mengingatkan klasik neorealisme awal Itali.",4
"Ini mencabar, keanehan ini seperti seni moden.",4
"Setiap kali anda berfikir bahawa anda telah mengetahui Perkahwinan Lewat, ia akan membuat anda putus asa.",4
The Pianist adalah filem terbaik Polanski.,5
"Ini adalah bukti ketahanan yang tenang, yang menjadi perhatian umum, untuk bertahan hidup bersama.",3
"Jeruk ini mempunyai sedikit jus, tetapi jauh dari perasan segar.",2
Tragedi komik sensitif dan sederhana yang berfungsi sebagai kajian watak dan pemeriksaan simbolik terhadap perubahan ekonomi besar yang melanda China moden.,4
"Jenayah Tinggi mengetahui kesilapan yang dibuat oleh filem buruk dan bertekad untuk tidak membuatnya, dan mungkin itu adalah sifat mulia.",3
Cusack hanya cemerlang dalam hal ini.,5
Tahu bagaimana membuat imaginasi kita tertanya-tanya.,5
Jae-eun Jeong's Take Care of My Cat membawa kesegaran yang mengasyikkan pada kisah usia yang akan datang dengan aliran gambar yang begitu kuat dan ekspresif sehingga ia muncul sebagai sumbangan penting lain untuk pembungaan pawagam Korea Selatan.,4
"Keseluruhan kainnya hipnotis, dan Pak Mattei memupuk momen keintiman spontan.",5
"Membangkitkan rasa terputus, yang semakin menyedihkan oleh penggunaan telefon bimbit yang berterusan.",4
Malcolm McDowell memang sejuk.,4
Paul Bettany memang sejuk.,4
Paul Bettany bermain Malcolm McDowell?,3
Sejuk.,4
Filem yang menyentuh hati dan canggih yang hampir menyerupai dokumentari dalam cara menangkap keluarga imigran Itali di ambang perubahan besar.,4
... sedikit sampah yang penuh dengan persembahan yang menyeronokkan dan rasa pentingkan diri yang membingungkan,3
Filem yang inovatif dan menyerap yang sukar dikelaskan kerana sukar ditolak.,5
Ini membuatkan saya ingin bersolek dan pergi menonton filem ini bersama adik-adik saya.,4
"Saya fikir hubungan itu indah, komedi itu lucu, dan cinta itu ""nyata"".",5
"(Caine) membuktikan sekali lagi dia tidak kehilangan sentuhannya, membawa persembahan yang luar biasa dalam filem yang diakui.",4
"Bogdanovich meletakkan sejarah dalam perspektif dan, melalui persembahan Kirsten Dunst yang luar biasa, dia memperlihatkan Davies sebagai wanita muda yang sangat pesona, murah hati dan diplomasi.",4
"Filem caper yang berangin ini menjadi meditasi yang penuh semangat dan mendalam mengenai cara kita berada, dan keadaan kita.",4
Filem baru yang menawan.,5
Mereka yang tidak merasa kecewa dengan filem ini akan menganggapnya lebih daripada mampu memberi penghargaan kepada mereka.,5
"Ini adalah potret mata yang jelas dari masa yang sangat hidup, dipenuhi dengan tenaga saraf, kekaburan moral dan ketidakpastian yang luar biasa.",4
Mendedahkan betapa pentingnya bakat istimewa kita ketika melayani orang lain.,4
Ini juga menunjukkan betapa emosi yang dirasakan dapat menarik orang bersama-sama melintasi dinding yang mungkin memisahkan mereka.,4
"Dengan keseronokan yang sama seperti yang terdapat dalam filem seperti Tremors, Eight Legged Freaks adalah makanan utama.",5
Kajian tajam dan menggembirakan mengenai kultus selebriti.,4
Klise sentimental merosakkan filem yang sangat baik.,4
Persembahan hebat dari Mel Gibson dan urutan pertempuran 90 minit yang kejam yang melakukan segala-galanya kecuali mengeluarkan tag anjing dan M-16.,5
Penghormatan yang mengagumkan untuk keberanian New York yang terbaik dan ungkapan kesedihan yang baik yang dikongsi oleh negara atas pengorbanan mereka.,5
Kisah yang akan datang dari New Zealand yang udaranya yang lebat dan lebat diimbangi oleh kejelasan visual yang kaya dan persembahan yang sangat terasa.,4
"Dibuat untuk Jaglomized adalah Festival Filem Cannes, riviera tahunan daging, buzz, blab dan wang.",2
Hasil yang menarik ialah Festival di Cannes.,4
"Sekiranya anda mencari sesuatu yang baru dan mengharapkan sesuatu yang menghiburkan, anda bernasib baik.",5
"Pengalaman yang sangat memberangsangkan yang sangat mencerahkan, berwawasan dan menghiburkan sebagai dua filem terbaik Grant - Four Weddings and a Funeral and Bridget Jones's Diary.",5
Pesta aksi komedi gemuruh yang akan meletakkan rambut di dada anda.,4
"Sekiranya tidak ada seni di sini, itu masih merupakan benang yang bagus - yang tidak ada gunanya bersin pada masa ini.",4
"Serentak memilukan dan sangat lucu, The Last Kiss benar-benar berkaitan dengan persembahan.",4
"Terdapat unsur subversif pada kartun Disney ini, memberikan kemampuan fizik yang tidak dijangka.",4
"Pandangan yang tidak dapat dilupakan pada moral, keluarga, dan harapan sosial melalui prisma tradisi omnibus yang disebut perkahwinan.",4
"Eksperimen yang menyeronokkan, jika kadang-kadang cacat.",4
Miyazaki adalah salah satu artis dan pencerita yang paling berbakat di pawagam dunia.,5
"Sekiranya Ayurveda dapat membantu kita kembali ke pola makan, tidur dan mengurangkan tekanan yang waras, itu jelas merupakan perkara yang baik.",4
"Mesyuarat, bahkan melebihi jangkaan, ini adalah sekuel terbaik sejak The Empire Strikes Back ... satu pencapaian megah, sebuah epik keagungan yang menakjubkan dan kedalaman emosi yang mengejutkan.",5
Leigh adalah salah satu pengarah langka yang merasakan lakonan adalah jantung dan jiwa pawagam.,5
Dia membenarkan para pemainnya memberikan sumbangan kreatif untuk cerita dan dialog.,4
"Kaedah ini hampir tidak pernah membuatnya gagal, dan ia sangat berkesan di sini.",5
Puisi dalam gerakan ditangkap dalam filem.,5
"Walaupun agak berulang-ulang, secara keseluruhan ini adalah sebuah dokumentari yang menghiburkan dan informatif.",4
"Mengarahkan dengan tangan yang pasti dan diukur, (Haneke) menghindari sensasi dan menawarkan pandangan yang tidak jelas dan objektif pada patologi yang jelas sesat.",4
Keseluruhan filem mewujudkan suasana menyeramkan yang luar biasa.,5
"Saya dapati The Ring cukup menyerap, terutamanya kerana penampilan dan suaranya yang berwarna-warni dengan elegan.",4
"Pembuat filem tidak menginginkan apa-apa selain menunjukkan kepada kita masa yang baik, dan dengan cara filem B yang murah, mereka berjaya.",4
Amari telah menyusun perumpamaan kecil ini dalam pakej yang cukup sukar ditandingi penuh dengan detik istimewa dan persembahan yang tidak dapat dilupakan.,5
Pagar Bukti Arnab mungkin akan membuat anda marah.,3
"Tetapi itu mungkin akan membuat anda menangis, dan ia akan dilakukan dengan cara yang tidak membuat anda merasa seperti pengisap.",4
"Baik memilukan dan menghangatkan hati ... hanya dongeng sederhana yang dilakukan dalam seni tanpa seni, tetapi sangat bergerak.",5
Thriller psikologi yang dikalibrasi hebat ini berkembang dengan persembahan tegang dan suasana menyeramkan walaupun lakon layar agak pendek.,4
"Rasa citra filem ini memberikan kekuatan yang luar biasa, tetapi didorong oleh lakonan.",4
"The Pianist (adalah) kisah kegilaan perang yang sangat diharapkan dapat diingat bahawa kita, hari ini, dapat mencegah pemborosan hidupnya yang tragis.",5
"Inilah monumen ketuhanan untuk perjuangan seorang lelaki untuk mendapatkan kembali hidupnya, martabatnya dan muziknya.",5
"Peliknya, tapi sungguh menyenangkan.",4
"Anggun, sopan dan menggoda.",4
